country,ssp_range,year_range,p0.05,p0.50,p0.95
Spain,SSP3-7.0,2080-2099,17.95,29.45,43.21
Estonia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Estonia,SSP3-7.0,2020-2039,0.00,0.04,0.12
Estonia,SSP3-7.0,2040-2059,0.01,0.08,0.76
Estonia,SSP3-7.0,2080-2099,0.02,0.38,1.70
Ethiopia,SSP3-7.0,1986-2005,41.05,44.32,47.40
Ethiopia,SSP3-7.0,2020-2039,49.19,55.63,59.47
Ethiopia,SSP3-7.0,2040-2059,54.66,65.53,70.72
Ethiopia,SSP3-7.0,2080-2099,70.46,88.41,98.78
Finland,SSP3-7.0,1986-2005,0.00,0.00,0.00
Finland,SSP3-7.0,2020-2039,0.00,0.01,0.08
Finland,SSP3-7.0,2040-2059,0.00,0.06,0.25
Finland,SSP3-7.0,2080-2099,0.02,0.23,0.91
Fiji,SSP3-7.0,1986-2005,0.00,0.00,0.00
Fiji,SSP3-7.0,2020-2039,0.00,0.00,0.00
Fiji,SSP3-7.0,2040-2059,0.00,0.00,0.00
Fiji,SSP3-7.0,2080-2099,0.00,0.00,0.02
Falkland Islands (Malvinas),SSP3-7.0,1986-2005,0.00,0.00,0.00
Falkland Islands (Malvinas),SSP3-7.0,2020-2039,0.00,0.00,0.00
Falkland Islands (Malvinas),SSP3-7.0,2040-2059,0.00,0.00,0.00
Falkland Islands (Malvinas),SSP3-7.0,2080-2099,0.00,0.00,0.00
France,SSP3-7.0,1986-2005,0.54,0.68,1.48
France,SSP3-7.0,2020-2039,1.09,1.90,2.66
France,SSP3-7.0,2040-2059,1.81,2.87,4.84
France,SSP3-7.0,2080-2099,4.74,9.32,17.41
Faroe Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Faroe Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Faroe Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Faroe Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Micronesia, Federated States of",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Micronesia, Federated States of",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Micronesia, Federated States of",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Micronesia, Federated States of",SSP3-7.0,2080-2099,0.00,0.00,0.00
Gabon,SSP3-7.0,1986-2005,0.03,0.09,0.20
Gabon,SSP3-7.0,2020-2039,0.15,0.36,0.90
Gabon,SSP3-7.0,2040-2059,0.40,0.88,2.89
Gabon,SSP3-7.0,2080-2099,2.22,9.99,28.67
United Kingdom,SSP3-7.0,1986-2005,0.00,0.00,0.00
United Kingdom,SSP3-7.0,2020-2039,0.00,0.02,0.11
United Kingdom,SSP3-7.0,2040-2059,0.00,0.01,0.18
United Kingdom,SSP3-7.0,2080-2099,0.01,0.14,0.33
Georgia,SSP3-7.0,1986-2005,0.41,0.67,0.85
Georgia,SSP3-7.0,2020-2039,1.24,2.45,4.42
Georgia,SSP3-7.0,2040-2059,2.40,4.16,7.85
Georgia,SSP3-7.0,2080-2099,6.62,12.33,17.92
Guernsey,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guernsey,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guernsey,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guernsey,SSP3-7.0,2080-2099,0.00,0.00,0.00
Ghana,SSP3-7.0,1986-2005,38.02,41.28,44.30
Ghana,SSP3-7.0,2020-2039,50.30,56.86,66.22
Ghana,SSP3-7.0,2040-2059,56.05,73.47,85.02
Ghana,SSP3-7.0,2080-2099,76.21,110.97,133.31
Gibraltar,SSP3-7.0,1986-2005,0.00,0.00,0.05
Gibraltar,SSP3-7.0,2020-2039,0.00,0.00,0.16
Gibraltar,SSP3-7.0,2040-2059,0.00,0.05,0.30
Gibraltar,SSP3-7.0,2080-2099,0.13,0.23,1.42
Guinea,SSP3-7.0,1986-2005,36.19,39.32,40.64
Guinea,SSP3-7.0,2020-2039,52.62,58.11,71.02
Guinea,SSP3-7.0,2040-2059,60.25,76.16,101.43
Guinea,SSP3-7.0,2080-2099,82.22,122.97,154.29
Guadeloupe,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guadeloupe,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guadeloupe,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guadeloupe,SSP3-7.0,2080-2099,0.00,0.00,0.00
Gambia,SSP3-7.0,1986-2005,104.68,108.79,111.17
Gambia,SSP3-7.0,2020-2039,124.99,132.57,139.97
Gambia,SSP3-7.0,2040-2059,135.90,153.61,166.18
Gambia,SSP3-7.0,2080-2099,164.18,196.66,219.02
Guinea-Bissau,SSP3-7.0,1986-2005,67.55,70.99,73.25
Guinea-Bissau,SSP3-7.0,2020-2039,86.70,91.82,98.49
Guinea-Bissau,SSP3-7.0,2040-2059,98.69,113.50,127.29
Guinea-Bissau,SSP3-7.0,2080-2099,126.26,166.68,193.55
Equatorial Guinea,SSP3-7.0,1986-2005,0.00,0.00,0.02
Equatorial Guinea,SSP3-7.0,2020-2039,0.00,0.01,0.08
Equatorial Guinea,SSP3-7.0,2040-2059,0.00,0.06,0.20
Equatorial Guinea,SSP3-7.0,2080-2099,0.02,1.01,6.80
Greece,SSP3-7.0,1986-2005,1.39,1.89,2.33
Greece,SSP3-7.0,2020-2039,3.88,4.90,7.77
Greece,SSP3-7.0,2040-2059,6.28,8.60,12.66
Greece,SSP3-7.0,2080-2099,13.09,23.10,40.03
Grenada,SSP3-7.0,1986-2005,0.00,0.00,0.00
Grenada,SSP3-7.0,2020-2039,0.00,0.00,0.00
Grenada,SSP3-7.0,2040-2059,0.00,0.00,0.00
Grenada,SSP3-7.0,2080-2099,0.00,0.00,0.00
Greenland,SSP3-7.0,1986-2005,0.00,0.00,0.00
Greenland,SSP3-7.0,2020-2039,0.00,0.00,0.00
Greenland,SSP3-7.0,2040-2059,0.00,0.00,0.00
Greenland,SSP3-7.0,2080-2099,0.00,0.00,0.00
Guatemala,SSP3-7.0,1986-2005,3.88,4.26,4.72
Guatemala,SSP3-7.0,2020-2039,5.99,6.86,8.49
Guatemala,SSP3-7.0,2040-2059,7.67,10.76,13.53
Guatemala,SSP3-7.0,2080-2099,14.01,29.22,47.10
French Guiana,SSP3-7.0,1986-2005,1.32,3.66,4.71
French Guiana,SSP3-7.0,2020-2039,5.34,10.37,16.69
French Guiana,SSP3-7.0,2040-2059,10.57,19.01,34.34
French Guiana,SSP3-7.0,2080-2099,24.34,47.44,120.59
Guam,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guam,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guam,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guam,SSP3-7.0,2080-2099,0.00,0.00,0.00
Guyana,SSP3-7.0,1986-2005,0.98,1.54,2.35
Guyana,SSP3-7.0,2020-2039,2.98,4.67,11.68
Guyana,SSP3-7.0,2040-2059,5.31,9.61,30.79
Guyana,SSP3-7.0,2080-2099,11.74,37.04,65.02
Hong Kong,SSP3-7.0,1986-2005,0.02,0.06,0.12
Hong Kong,SSP3-7.0,2020-2039,0.17,0.35,0.71
Hong Kong,SSP3-7.0,2040-2059,0.33,0.81,1.26
Hong Kong,SSP3-7.0,2080-2099,1.68,4.88,9.20
Heard Island and McDonald Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Heard Island and McDonald Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Heard Island and McDonald Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Heard Island and McDonald Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Honduras,SSP3-7.0,1986-2005,2.93,3.61,4.49
Honduras,SSP3-7.0,2020-2039,5.90,7.43,10.91
Honduras,SSP3-7.0,2040-2059,8.63,12.74,18.89
Honduras,SSP3-7.0,2080-2099,17.56,37.98,80.67
Croatia,SSP3-7.0,1986-2005,0.62,1.28,1.96
Croatia,SSP3-7.0,2020-2039,1.70,3.16,9.02
Croatia,SSP3-7.0,2040-2059,4.34,6.13,11.44
Croatia,SSP3-7.0,2080-2099,7.75,17.42,36.24
Haiti,SSP3-7.0,1986-2005,0.04,0.07,0.11
Haiti,SSP3-7.0,2020-2039,0.21,0.42,1.13
Haiti,SSP3-7.0,2040-2059,0.46,1.44,3.81
Haiti,SSP3-7.0,2080-2099,1.84,7.36,35.20
Hungary,SSP3-7.0,1986-2005,0.87,1.77,2.29
Hungary,SSP3-7.0,2020-2039,1.80,4.34,11.43
Hungary,SSP3-7.0,2040-2059,4.49,7.81,14.36
Hungary,SSP3-7.0,2080-2099,7.21,23.15,42.03
Indonesia,SSP3-7.0,1986-2005,0.36,0.51,0.70
Indonesia,SSP3-7.0,2020-2039,0.82,1.25,1.66
Indonesia,SSP3-7.0,2040-2059,1.46,2.41,3.85
Indonesia,SSP3-7.0,2080-2099,3.56,11.87,24.03
Isle of Man,SSP3-7.0,1986-2005,0.00,0.00,0.00
Isle of Man,SSP3-7.0,2020-2039,0.00,0.00,0.00
Isle of Man,SSP3-7.0,2040-2059,0.00,0.00,0.00
Isle of Man,SSP3-7.0,2080-2099,0.00,0.00,0.00
India,SSP3-7.0,1986-2005,42.83,44.76,48.53
India,SSP3-7.0,2020-2039,46.29,49.66,55.89
India,SSP3-7.0,2040-2059,50.56,56.18,64.11
India,SSP3-7.0,2080-2099,64.99,77.89,95.60
British Indian Ocean Territory,SSP3-7.0,1986-2005,0.00,0.00,0.00
British Indian Ocean Territory,SSP3-7.0,2020-2039,0.00,0.00,0.00
British Indian Ocean Territory,SSP3-7.0,2040-2059,0.00,0.00,0.00
British Indian Ocean Territory,SSP3-7.0,2080-2099,0.00,0.00,0.00
Ireland,SSP3-7.0,1986-2005,0.00,0.00,0.00
Ireland,SSP3-7.0,2020-2039,0.00,0.00,0.09
Ireland,SSP3-7.0,2040-2059,0.00,0.00,0.19
Ireland,SSP3-7.0,2080-2099,0.00,0.00,0.14
"Iran, Islamic Republic of",SSP3-7.0,1986-2005,43.43,45.34,47.29
"Iran, Islamic Republic of",SSP3-7.0,2020-2039,55.27,60.99,66.77
"Iran, Islamic Republic of",SSP3-7.0,2040-2059,64.52,69.84,77.26
"Iran, Islamic Republic of",SSP3-7.0,2080-2099,84.35,95.59,109.02
Iraq,SSP3-7.0,1986-2005,142.64,144.92,148.19
Iraq,SSP3-7.0,2020-2039,152.73,158.33,162.32
Iraq,SSP3-7.0,2040-2059,158.81,165.43,169.78
Iraq,SSP3-7.0,2080-2099,170.92,180.36,189.28
Iceland,SSP3-7.0,1986-2005,0.00,0.00,0.00
Iceland,SSP3-7.0,2020-2039,0.00,0.00,0.00
Iceland,SSP3-7.0,2040-2059,0.00,0.00,0.00
Iceland,SSP3-7.0,2080-2099,0.00,0.00,0.00
Israel,SSP3-7.0,1986-2005,8.36,9.59,11.75
Israel,SSP3-7.0,2020-2039,17.18,23.35,28.14
Israel,SSP3-7.0,2040-2059,23.72,32.73,40.54
Israel,SSP3-7.0,2080-2099,47.30,63.90,82.48
Italy,SSP3-7.0,1986-2005,0.52,0.69,1.08
Italy,SSP3-7.0,2020-2039,1.42,2.38,5.06
Italy,SSP3-7.0,2040-2059,3.07,4.19,9.08
Italy,SSP3-7.0,2080-2099,6.66,14.61,29.96
Jamaica,SSP3-7.0,1986-2005,0.00,0.00,0.00
Jamaica,SSP3-7.0,2020-2039,0.00,0.00,0.01
Jamaica,SSP3-7.0,2040-2059,0.00,0.03,0.17
Jamaica,SSP3-7.0,2080-2099,0.07,1.44,6.65
Jersey,SSP3-7.0,1986-2005,0.00,0.00,0.00
Jersey,SSP3-7.0,2020-2039,0.00,0.00,0.00
Jersey,SSP3-7.0,2040-2059,0.00,0.00,0.00
Jersey,SSP3-7.0,2080-2099,0.00,0.00,0.00
Jordan,SSP3-7.0,1986-2005,19.11,21.76,24.72
Jordan,SSP3-7.0,2020-2039,38.49,48.90,59.06
Jordan,SSP3-7.0,2040-2059,52.95,65.62,81.51
Jordan,SSP3-7.0,2080-2099,88.43,101.05,127.68
Japan,SSP3-7.0,1986-2005,0.14,0.25,0.42
Japan,SSP3-7.0,2020-2039,0.44,0.83,1.70
Japan,SSP3-7.0,2040-2059,0.99,1.82,3.06
Japan,SSP3-7.0,2080-2099,2.31,6.06,11.49
Kazakhstan,SSP3-7.0,1986-2005,8.02,9.22,11.12
Kazakhstan,SSP3-7.0,2020-2039,14.43,16.72,18.66
Kazakhstan,SSP3-7.0,2040-2059,17.45,22.10,25.40
Kazakhstan,SSP3-7.0,2080-2099,27.53,37.09,44.36
Kenya,SSP3-7.0,1986-2005,10.51,11.45,15.24
Kenya,SSP3-7.0,2020-2039,14.47,17.95,20.46
Kenya,SSP3-7.0,2040-2059,18.55,23.61,26.97
Kenya,SSP3-7.0,2080-2099,25.92,40.40,47.16
Kyrgyzstan,SSP3-7.0,1986-2005,0.57,0.74,1.14
Kyrgyzstan,SSP3-7.0,2020-2039,1.26,1.72,2.22
Kyrgyzstan,SSP3-7.0,2040-2059,1.24,2.77,3.78
Kyrgyzstan,SSP3-7.0,2080-2099,3.51,6.67,11.22
Cambodia,SSP3-7.0,1986-2005,39.62,44.96,48.95
Cambodia,SSP3-7.0,2020-2039,52.43,64.49,77.95
Cambodia,SSP3-7.0,2040-2059,55.18,82.59,111.17
Cambodia,SSP3-7.0,2080-2099,72.20,141.85,190.59
Kiribati,SSP3-7.0,1986-2005,0.00,0.00,0.00
Kiribati,SSP3-7.0,2020-2039,0.00,0.00,0.00
Kiribati,SSP3-7.0,2040-2059,0.00,0.00,0.00
Kiribati,SSP3-7.0,2080-2099,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Korea, Republic of",SSP3-7.0,1986-2005,0.15,0.34,0.55
"Korea, Republic of",SSP3-7.0,2020-2039,0.65,1.16,1.74
"Korea, Republic of",SSP3-7.0,2040-2059,1.01,2.08,3.76
"Korea, Republic of",SSP3-7.0,2080-2099,3.10,8.67,15.18
Kuwait,SSP3-7.0,1986-2005,158.79,161.25,163.26
Kuwait,SSP3-7.0,2020-2039,168.98,174.16,178.40
Kuwait,SSP3-7.0,2040-2059,175.94,181.18,185.09
Kuwait,SSP3-7.0,2080-2099,185.87,194.19,203.10
Lao People's Democratic Republic,SSP3-7.0,1986-2005,8.30,9.95,12.48
Lao People's Democratic Republic,SSP3-7.0,2020-2039,11.50,16.34,25.29
Lao People's Democratic Republic,SSP3-7.0,2040-2059,14.84,24.94,38.89
Lao People's Democratic Republic,SSP3-7.0,2080-2099,23.49,57.04,93.15
Lebanon,SSP3-7.0,1986-2005,0.27,0.37,0.83
Lebanon,SSP3-7.0,2020-2039,1.09,1.79,2.41
Lebanon,SSP3-7.0,2040-2059,2.26,3.10,4.47
Lebanon,SSP3-7.0,2080-2099,6.22,11.93,19.36
Liberia,SSP3-7.0,1986-2005,0.43,0.59,0.79
Liberia,SSP3-7.0,2020-2039,0.83,1.82,6.14
Liberia,SSP3-7.0,2040-2059,1.30,3.83,14.18
Liberia,SSP3-7.0,2080-2099,4.34,13.49,41.24
Libya,SSP3-7.0,1986-2005,67.97,71.67,73.44
Libya,SSP3-7.0,2020-2039,86.83,94.85,100.51
Libya,SSP3-7.0,2040-2059,99.09,107.40,114.06
Libya,SSP3-7.0,2080-2099,117.59,130.25,150.53
Saint Lucia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Lucia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Lucia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Lucia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Liechtenstein,SSP3-7.0,1986-2005,0.00,0.00,0.00
Liechtenstein,SSP3-7.0,2020-2039,0.00,0.00,0.00
Liechtenstein,SSP3-7.0,2040-2059,0.00,0.00,0.03
Liechtenstein,SSP3-7.0,2080-2099,0.00,0.16,1.01
Sri Lanka,SSP3-7.0,1986-2005,4.33,5.94,6.54
Sri Lanka,SSP3-7.0,2020-2039,7.67,11.58,14.00
Sri Lanka,SSP3-7.0,2040-2059,11.51,17.56,22.10
Sri Lanka,SSP3-7.0,2080-2099,23.00,39.67,51.20
Lesotho,SSP3-7.0,1986-2005,0.02,0.05,0.09
Lesotho,SSP3-7.0,2020-2039,0.08,0.21,0.80
Lesotho,SSP3-7.0,2040-2059,0.23,0.45,0.93
Lesotho,SSP3-7.0,2080-2099,0.84,3.06,6.95
Lithuania,SSP3-7.0,1986-2005,0.00,0.00,0.11
Lithuania,SSP3-7.0,2020-2039,0.00,0.17,0.46
Lithuania,SSP3-7.0,2040-2059,0.09,0.36,1.64
Lithuania,SSP3-7.0,2080-2099,0.12,1.49,4.14
Luxembourg,SSP3-7.0,1986-2005,0.03,0.12,0.25
Luxembourg,SSP3-7.0,2020-2039,0.07,0.53,1.02
Luxembourg,SSP3-7.0,2040-2059,0.59,1.05,1.98
Luxembourg,SSP3-7.0,2080-2099,1.37,3.72,8.62
Latvia,SSP3-7.0,1986-2005,0.00,0.00,0.03
Latvia,SSP3-7.0,2020-2039,0.00,0.09,0.27
Latvia,SSP3-7.0,2040-2059,0.03,0.26,1.07
Latvia,SSP3-7.0,2080-2099,0.06,1.05,2.61
Macao,SSP3-7.0,1986-2005,0.00,0.00,0.00
Macao,SSP3-7.0,2020-2039,0.00,0.00,0.03
Macao,SSP3-7.0,2040-2059,0.00,0.00,0.10
Macao,SSP3-7.0,2080-2099,0.00,0.38,3.74
Saint Martin (French part),SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Martin (French part),SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Martin (French part),SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Martin (French part),SSP3-7.0,2080-2099,0.00,0.00,0.00
Morocco,SSP3-7.0,1986-2005,14.91,16.03,17.93
Morocco,SSP3-7.0,2020-2039,20.00,23.30,26.95
Morocco,SSP3-7.0,2040-2059,24.76,28.99,34.57
Morocco,SSP3-7.0,2080-2099,36.18,42.62,55.77
Monaco,SSP3-7.0,1986-2005,0.00,0.00,0.00
Monaco,SSP3-7.0,2020-2039,0.00,0.00,0.00
Monaco,SSP3-7.0,2040-2059,0.00,0.00,0.03
Monaco,SSP3-7.0,2080-2099,0.00,0.04,1.00
"Moldova, Republic of",SSP3-7.0,1986-2005,0.99,1.84,2.53
"Moldova, Republic of",SSP3-7.0,2020-2039,3.04,5.49,7.73
"Moldova, Republic of",SSP3-7.0,2040-2059,6.25,8.42,13.18
"Moldova, Republic of",SSP3-7.0,2080-2099,10.49,20.00,34.94
Madagascar,SSP3-7.0,1986-2005,3.45,4.27,4.72
Madagascar,SSP3-7.0,2020-2039,5.90,8.13,10.68
Madagascar,SSP3-7.0,2040-2059,9.66,12.64,16.07
Madagascar,SSP3-7.0,2080-2099,19.40,31.88,44.71
Maldives,SSP3-7.0,1986-2005,0.00,0.00,0.00
Maldives,SSP3-7.0,2020-2039,0.00,0.00,0.00
Maldives,SSP3-7.0,2040-2059,0.00,0.00,0.00
Maldives,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mexico,SSP3-7.0,1986-2005,18.96,20.00,21.97
Mexico,SSP3-7.0,2020-2039,27.62,29.93,32.79
Mexico,SSP3-7.0,2040-2059,33.38,38.79,43.78
Mexico,SSP3-7.0,2080-2099,49.89,62.78,80.08
Marshall Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Marshall Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Marshall Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Marshall Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
North Macedonia,SSP3-7.0,1986-2005,2.05,3.21,4.38
North Macedonia,SSP3-7.0,2020-2039,5.86,7.08,14.29
North Macedonia,SSP3-7.0,2040-2059,8.21,12.15,20.40
North Macedonia,SSP3-7.0,2080-2099,16.63,32.00,51.14
Mali,SSP3-7.0,1986-2005,175.06,181.36,188.22
Mali,SSP3-7.0,2020-2039,198.47,205.60,218.58
Mali,SSP3-7.0,2040-2059,209.04,225.90,239.36
Mali,SSP3-7.0,2080-2099,235.80,267.14,293.94
Malta,SSP3-7.0,1986-2005,0.00,0.00,0.00
Malta,SSP3-7.0,2020-2039,0.00,0.00,0.00
Malta,SSP3-7.0,2040-2059,0.00,0.00,0.00
Malta,SSP3-7.0,2080-2099,0.00,0.00,0.23
Myanmar,SSP3-7.0,1986-2005,36.83,38.44,41.62
Myanmar,SSP3-7.0,2020-2039,39.75,45.74,50.17
Myanmar,SSP3-7.0,2040-2059,45.35,54.73,62.37
Myanmar,SSP3-7.0,2080-2099,52.81,93.74,114.60
Montenegro,SSP3-7.0,1986-2005,0.00,0.03,0.07
Montenegro,SSP3-7.0,2020-2039,0.06,0.28,1.42
Montenegro,SSP3-7.0,2040-2059,0.08,0.63,2.42
Montenegro,SSP3-7.0,2080-2099,1.73,5.00,17.73
Mongolia,SSP3-7.0,1986-2005,0.72,0.95,1.15
Mongolia,SSP3-7.0,2020-2039,1.40,2.17,3.07
Mongolia,SSP3-7.0,2040-2059,2.03,3.16,5.42
Mongolia,SSP3-7.0,2080-2099,4.10,7.14,13.09
Northern Mariana Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Northern Mariana Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Northern Mariana Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Northern Mariana Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mozambique,SSP3-7.0,1986-2005,8.50,10.56,12.01
Mozambique,SSP3-7.0,2020-2039,14.37,18.36,23.44
Mozambique,SSP3-7.0,2040-2059,19.08,26.63,31.32
Mozambique,SSP3-7.0,2080-2099,32.18,55.49,71.11
Mauritania,SSP3-7.0,1986-2005,173.90,178.08,180.83
Mauritania,SSP3-7.0,2020-2039,191.32,198.84,205.86
Mauritania,SSP3-7.0,2040-2059,204.56,213.66,221.34
Mauritania,SSP3-7.0,2080-2099,227.07,245.12,255.79
Montserrat,SSP3-7.0,1986-2005,0.00,0.00,0.00
Montserrat,SSP3-7.0,2020-2039,0.00,0.00,0.00
Montserrat,SSP3-7.0,2040-2059,0.00,0.00,0.00
Montserrat,SSP3-7.0,2080-2099,0.00,0.00,0.00
Martinique,SSP3-7.0,1986-2005,0.00,0.00,0.00
Martinique,SSP3-7.0,2020-2039,0.00,0.00,0.00
Martinique,SSP3-7.0,2040-2059,0.00,0.00,0.00
Martinique,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mauritius,SSP3-7.0,1986-2005,0.00,0.00,0.00
Mauritius,SSP3-7.0,2020-2039,0.00,0.00,0.00
Mauritius,SSP3-7.0,2040-2059,0.00,0.00,0.00
Mauritius,SSP3-7.0,2080-2099,0.00,0.00,0.00
Malawi,SSP3-7.0,1986-2005,3.91,4.71,5.41
Malawi,SSP3-7.0,2020-2039,6.48,8.06,11.25
Malawi,SSP3-7.0,2040-2059,8.33,12.02,15.69
Malawi,SSP3-7.0,2080-2099,15.20,27.29,48.46
Malaysia,SSP3-7.0,1986-2005,0.96,1.31,1.59
Malaysia,SSP3-7.0,2020-2039,1.17,2.52,3.70
Malaysia,SSP3-7.0,2040-2059,1.65,4.60,7.24
Malaysia,SSP3-7.0,2080-2099,5.59,16.02,36.25
Mayotte,SSP3-7.0,1986-2005,0.00,0.00,0.00
Mayotte,SSP3-7.0,2020-2039,0.00,0.00,0.00
Mayotte,SSP3-7.0,2040-2059,0.00,0.00,0.00
Mayotte,SSP3-7.0,2080-2099,0.00,0.00,0.00
Namibia,SSP3-7.0,1986-2005,20.95,23.29,26.77
Namibia,SSP3-7.0,2020-2039,38.77,45.64,56.56
Namibia,SSP3-7.0,2040-2059,45.41,64.14,75.23
Namibia,SSP3-7.0,2080-2099,86.65,113.76,131.54
New Caledonia,SSP3-7.0,1986-2005,0.00,0.00,0.00
New Caledonia,SSP3-7.0,2020-2039,0.00,0.00,0.00
New Caledonia,SSP3-7.0,2040-2059,0.00,0.00,0.00
New Caledonia,SSP3-7.0,2080-2099,0.00,0.01,0.16
Niger,SSP3-7.0,1986-2005,191.94,198.87,203.29
Niger,SSP3-7.0,2020-2039,214.30,220.66,236.19
Niger,SSP3-7.0,2040-2059,220.93,237.79,252.40
Niger,SSP3-7.0,2080-2099,240.49,264.03,294.14
Norfolk Island,SSP3-7.0,1986-2005,0.00,0.00,0.00
Norfolk Island,SSP3-7.0,2020-2039,0.00,0.00,0.00
Norfolk Island,SSP3-7.0,2040-2059,0.00,0.00,0.00
Norfolk Island,SSP3-7.0,2080-2099,0.00,0.00,0.00
Nigeria,SSP3-7.0,1986-2005,70.65,73.80,76.68
Nigeria,SSP3-7.0,2020-2039,82.24,90.73,99.55
Nigeria,SSP3-7.0,2040-2059,89.97,109.50,117.58
Nigeria,SSP3-7.0,2080-2099,109.81,148.37,170.42
Nicaragua,SSP3-7.0,1986-2005,5.71,7.06,8.59
Nicaragua,SSP3-7.0,2020-2039,11.19,13.93,19.09
Nicaragua,SSP3-7.0,2040-2059,15.78,22.58,34.87
Nicaragua,SSP3-7.0,2080-2099,30.58,61.08,117.95
Niue,SSP3-7.0,1986-2005,0.00,0.00,0.00
Niue,SSP3-7.0,2020-2039,0.00,0.00,0.00
Niue,SSP3-7.0,2040-2059,0.00,0.00,0.00
Niue,SSP3-7.0,2080-2099,0.00,0.00,0.00
Netherlands,SSP3-7.0,1986-2005,0.01,0.05,0.13
Netherlands,SSP3-7.0,2020-2039,0.13,0.21,0.40
Netherlands,SSP3-7.0,2040-2059,0.12,0.39,0.81
Netherlands,SSP3-7.0,2080-2099,0.60,1.53,2.74
Norway,SSP3-7.0,1986-2005,0.00,0.00,0.00
Norway,SSP3-7.0,2020-2039,0.00,0.00,0.01
Norway,SSP3-7.0,2040-2059,0.00,0.01,0.05
Norway,SSP3-7.0,2080-2099,0.00,0.04,0.17
Nepal,SSP3-7.0,1986-2005,20.96,24.09,26.69
Nepal,SSP3-7.0,2020-2039,20.30,25.34,31.39
Nepal,SSP3-7.0,2040-2059,23.40,31.57,38.57
Nepal,SSP3-7.0,2080-2099,37.17,52.46,68.52
Nauru,SSP3-7.0,1986-2005,0.00,0.00,0.00
Nauru,SSP3-7.0,2020-2039,0.00,0.00,0.00
Nauru,SSP3-7.0,2040-2059,0.00,0.00,0.00
Nauru,SSP3-7.0,2080-2099,0.00,0.00,0.00
New Zealand,SSP3-7.0,1986-2005,0.00,0.00,0.00
New Zealand,SSP3-7.0,2020-2039,0.00,0.00,0.00
New Zealand,SSP3-7.0,2040-2059,0.00,0.00,0.00
New Zealand,SSP3-7.0,2080-2099,0.00,0.00,0.01
Oman,SSP3-7.0,1986-2005,118.76,121.54,123.87
Oman,SSP3-7.0,2020-2039,131.54,140.10,145.38
Oman,SSP3-7.0,2040-2059,144.76,153.41,161.43
Oman,SSP3-7.0,2080-2099,161.63,180.11,195.78
Pakistan,SSP3-7.0,1986-2005,65.54,67.67,69.31
Pakistan,SSP3-7.0,2020-2039,71.79,76.16,84.19
Pakistan,SSP3-7.0,2040-2059,76.95,83.96,92.09
Pakistan,SSP3-7.0,2080-2099,94.10,105.89,113.07
Panama,SSP3-7.0,1986-2005,0.09,0.15,0.27
Panama,SSP3-7.0,2020-2039,0.26,0.54,1.00
Panama,SSP3-7.0,2040-2059,0.75,1.35,2.30
Panama,SSP3-7.0,2080-2099,2.72,7.61,16.40
Pitcairn,SSP3-7.0,1986-2005,0.00,0.00,0.00
