country,ssp_range,year_range,p0.05,p0.50,p0.95
Spain,SSP3-7.0,2080-2099,4.03,7.15,9.95
Estonia,SSP3-7.0,1986-2005,124.60,133.86,143.00
Estonia,SSP3-7.0,2020-2039,89.15,107.49,120.37
Estonia,SSP3-7.0,2040-2059,72.92,88.35,116.74
Estonia,SSP3-7.0,2080-2099,34.67,60.11,101.12
Ethiopia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Ethiopia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Ethiopia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Ethiopia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Finland,SSP3-7.0,1986-2005,161.45,171.94,178.53
Finland,SSP3-7.0,2020-2039,125.79,144.67,157.82
Finland,SSP3-7.0,2040-2059,107.19,122.54,155.36
Finland,SSP3-7.0,2080-2099,60.71,88.63,140.03
Fiji,SSP3-7.0,1986-2005,0.00,0.00,0.00
Fiji,SSP3-7.0,2020-2039,0.00,0.00,0.00
Fiji,SSP3-7.0,2040-2059,0.00,0.00,0.00
Fiji,SSP3-7.0,2080-2099,0.00,0.00,0.00
Falkland Islands (Malvinas),SSP3-7.0,1986-2005,11.10,13.86,16.13
Falkland Islands (Malvinas),SSP3-7.0,2020-2039,5.49,9.24,14.04
Falkland Islands (Malvinas),SSP3-7.0,2040-2059,4.07,7.14,10.68
Falkland Islands (Malvinas),SSP3-7.0,2080-2099,1.19,2.63,5.34
France,SSP3-7.0,1986-2005,42.75,44.90,52.44
France,SSP3-7.0,2020-2039,28.42,34.61,42.12
France,SSP3-7.0,2040-2059,22.73,30.14,35.98
France,SSP3-7.0,2080-2099,12.81,21.02,27.15
Faroe Islands,SSP3-7.0,1986-2005,14.27,23.66,29.77
Faroe Islands,SSP3-7.0,2020-2039,1.48,12.26,28.02
Faroe Islands,SSP3-7.0,2040-2059,1.22,8.04,21.82
Faroe Islands,SSP3-7.0,2080-2099,0.15,1.58,10.71
"Micronesia, Federated States of",SSP3-7.0,1986-2005,0.00,0.00,0.00
"Micronesia, Federated States of",SSP3-7.0,2020-2039,0.00,0.00,0.00
"Micronesia, Federated States of",SSP3-7.0,2040-2059,0.00,0.00,0.00
"Micronesia, Federated States of",SSP3-7.0,2080-2099,0.00,0.00,0.00
Gabon,SSP3-7.0,1986-2005,0.00,0.00,0.00
Gabon,SSP3-7.0,2020-2039,0.00,0.00,0.00
Gabon,SSP3-7.0,2040-2059,0.00,0.00,0.00
Gabon,SSP3-7.0,2080-2099,0.00,0.00,0.00
United Kingdom,SSP3-7.0,1986-2005,20.19,25.46,29.50
United Kingdom,SSP3-7.0,2020-2039,12.04,17.32,21.56
United Kingdom,SSP3-7.0,2040-2059,8.27,12.70,18.42
United Kingdom,SSP3-7.0,2080-2099,3.28,7.37,15.38
Georgia,SSP3-7.0,1986-2005,105.66,110.59,116.70
Georgia,SSP3-7.0,2020-2039,87.33,98.34,103.78
Georgia,SSP3-7.0,2040-2059,73.60,89.72,96.36
Georgia,SSP3-7.0,2080-2099,46.30,72.29,85.91
Guernsey,SSP3-7.0,1986-2005,0.00,0.15,0.79
Guernsey,SSP3-7.0,2020-2039,0.00,0.10,0.56
Guernsey,SSP3-7.0,2040-2059,0.00,0.00,0.51
Guernsey,SSP3-7.0,2080-2099,0.00,0.00,0.24
Ghana,SSP3-7.0,1986-2005,0.00,0.00,0.00
Ghana,SSP3-7.0,2020-2039,0.00,0.00,0.00
Ghana,SSP3-7.0,2040-2059,0.00,0.00,0.00
Ghana,SSP3-7.0,2080-2099,0.00,0.00,0.00
Gibraltar,SSP3-7.0,1986-2005,0.00,0.00,0.02
Gibraltar,SSP3-7.0,2020-2039,0.00,0.00,0.00
Gibraltar,SSP3-7.0,2040-2059,0.00,0.00,0.05
Gibraltar,SSP3-7.0,2080-2099,0.00,0.00,0.00
Guinea,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guinea,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guinea,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guinea,SSP3-7.0,2080-2099,0.00,0.00,0.00
Guadeloupe,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guadeloupe,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guadeloupe,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guadeloupe,SSP3-7.0,2080-2099,0.00,0.00,0.00
Gambia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Gambia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Gambia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Gambia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Guinea-Bissau,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guinea-Bissau,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guinea-Bissau,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guinea-Bissau,SSP3-7.0,2080-2099,0.00,0.00,0.00
Equatorial Guinea,SSP3-7.0,1986-2005,0.00,0.00,0.00
Equatorial Guinea,SSP3-7.0,2020-2039,0.00,0.00,0.00
Equatorial Guinea,SSP3-7.0,2040-2059,0.00,0.00,0.00
Equatorial Guinea,SSP3-7.0,2080-2099,0.00,0.00,0.00
Greece,SSP3-7.0,1986-2005,15.58,19.27,22.15
Greece,SSP3-7.0,2020-2039,11.33,13.74,16.03
Greece,SSP3-7.0,2040-2059,8.64,11.48,14.15
Greece,SSP3-7.0,2080-2099,4.40,8.24,10.04
Grenada,SSP3-7.0,1986-2005,0.00,0.00,0.00
Grenada,SSP3-7.0,2020-2039,0.00,0.00,0.00
Grenada,SSP3-7.0,2040-2059,0.00,0.00,0.00
Grenada,SSP3-7.0,2080-2099,0.00,0.00,0.00
Greenland,SSP3-7.0,1986-2005,264.20,268.20,278.97
Greenland,SSP3-7.0,2020-2039,242.83,256.49,262.90
Greenland,SSP3-7.0,2040-2059,232.46,248.60,260.40
Greenland,SSP3-7.0,2080-2099,204.33,235.85,256.66
Guatemala,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guatemala,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guatemala,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guatemala,SSP3-7.0,2080-2099,0.00,0.00,0.00
French Guiana,SSP3-7.0,1986-2005,0.00,0.00,0.00
French Guiana,SSP3-7.0,2020-2039,0.00,0.00,0.00
French Guiana,SSP3-7.0,2040-2059,0.00,0.00,0.00
French Guiana,SSP3-7.0,2080-2099,0.00,0.00,0.00
Guam,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guam,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guam,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guam,SSP3-7.0,2080-2099,0.00,0.00,0.00
Guyana,SSP3-7.0,1986-2005,0.00,0.00,0.00
Guyana,SSP3-7.0,2020-2039,0.00,0.00,0.00
Guyana,SSP3-7.0,2040-2059,0.00,0.00,0.00
Guyana,SSP3-7.0,2080-2099,0.00,0.00,0.00
Hong Kong,SSP3-7.0,1986-2005,0.00,0.00,0.00
Hong Kong,SSP3-7.0,2020-2039,0.00,0.00,0.00
Hong Kong,SSP3-7.0,2040-2059,0.00,0.00,0.00
Hong Kong,SSP3-7.0,2080-2099,0.00,0.00,0.00
Heard Island and McDonald Islands,SSP3-7.0,1986-2005,104.14,114.90,123.76
Heard Island and McDonald Islands,SSP3-7.0,2020-2039,70.40,89.92,98.46
Heard Island and McDonald Islands,SSP3-7.0,2040-2059,47.40,68.84,80.14
Heard Island and McDonald Islands,SSP3-7.0,2080-2099,13.37,29.13,51.46
Honduras,SSP3-7.0,1986-2005,0.00,0.00,0.00
Honduras,SSP3-7.0,2020-2039,0.00,0.00,0.00
Honduras,SSP3-7.0,2040-2059,0.00,0.00,0.00
Honduras,SSP3-7.0,2080-2099,0.00,0.00,0.00
Croatia,SSP3-7.0,1986-2005,53.14,59.00,63.42
Croatia,SSP3-7.0,2020-2039,34.80,43.35,52.37
Croatia,SSP3-7.0,2040-2059,28.49,37.19,46.46
Croatia,SSP3-7.0,2080-2099,11.48,27.64,34.47
Haiti,SSP3-7.0,1986-2005,0.00,0.00,0.00
Haiti,SSP3-7.0,2020-2039,0.00,0.00,0.00
Haiti,SSP3-7.0,2040-2059,0.00,0.00,0.00
Haiti,SSP3-7.0,2080-2099,0.00,0.00,0.00
Hungary,SSP3-7.0,1986-2005,81.47,88.80,95.39
Hungary,SSP3-7.0,2020-2039,54.84,68.25,80.32
Hungary,SSP3-7.0,2040-2059,44.87,59.92,74.71
Hungary,SSP3-7.0,2080-2099,21.67,49.15,59.15
Indonesia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Indonesia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Indonesia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Indonesia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Isle of Man,SSP3-7.0,1986-2005,0.00,0.37,2.10
Isle of Man,SSP3-7.0,2020-2039,0.00,0.05,0.28
Isle of Man,SSP3-7.0,2040-2059,0.00,0.00,0.38
Isle of Man,SSP3-7.0,2080-2099,0.00,0.00,0.08
India,SSP3-7.0,1986-2005,9.36,9.67,9.96
India,SSP3-7.0,2020-2039,7.90,8.10,8.54
India,SSP3-7.0,2040-2059,6.80,7.22,7.84
India,SSP3-7.0,2080-2099,4.53,5.30,6.40
British Indian Ocean Territory,SSP3-7.0,1986-2005,0.00,0.00,0.00
British Indian Ocean Territory,SSP3-7.0,2020-2039,0.00,0.00,0.00
British Indian Ocean Territory,SSP3-7.0,2040-2059,0.00,0.00,0.00
British Indian Ocean Territory,SSP3-7.0,2080-2099,0.00,0.00,0.00
Ireland,SSP3-7.0,1986-2005,13.51,18.86,21.71
Ireland,SSP3-7.0,2020-2039,8.97,12.53,16.19
Ireland,SSP3-7.0,2040-2059,6.08,9.64,13.64
Ireland,SSP3-7.0,2080-2099,2.39,4.54,10.77
"Iran, Islamic Republic of",SSP3-7.0,1986-2005,64.50,67.39,70.86
"Iran, Islamic Republic of",SSP3-7.0,2020-2039,50.50,57.09,61.22
"Iran, Islamic Republic of",SSP3-7.0,2040-2059,39.66,50.68,56.24
"Iran, Islamic Republic of",SSP3-7.0,2080-2099,16.95,40.04,47.29
Iraq,SSP3-7.0,1986-2005,11.28,13.04,16.57
Iraq,SSP3-7.0,2020-2039,8.53,10.35,11.52
Iraq,SSP3-7.0,2040-2059,6.56,8.65,10.03
Iraq,SSP3-7.0,2080-2099,2.74,5.85,8.20
Iceland,SSP3-7.0,1986-2005,132.00,152.52,167.45
Iceland,SSP3-7.0,2020-2039,93.58,128.23,150.80
Iceland,SSP3-7.0,2040-2059,80.88,113.06,147.69
Iceland,SSP3-7.0,2080-2099,38.40,80.36,113.20
Israel,SSP3-7.0,1986-2005,0.05,0.12,0.27
Israel,SSP3-7.0,2020-2039,0.03,0.08,0.16
Israel,SSP3-7.0,2040-2059,0.02,0.06,0.17
Israel,SSP3-7.0,2080-2099,0.00,0.02,0.05
Italy,SSP3-7.0,1986-2005,28.15,30.38,34.10
Italy,SSP3-7.0,2020-2039,18.73,21.79,25.29
Italy,SSP3-7.0,2040-2059,14.67,18.70,22.84
Italy,SSP3-7.0,2080-2099,7.95,13.43,17.93
Jamaica,SSP3-7.0,1986-2005,0.00,0.00,0.00
Jamaica,SSP3-7.0,2020-2039,0.00,0.00,0.00
Jamaica,SSP3-7.0,2040-2059,0.00,0.00,0.00
Jamaica,SSP3-7.0,2080-2099,0.00,0.00,0.00
Jersey,SSP3-7.0,1986-2005,0.00,0.52,1.28
Jersey,SSP3-7.0,2020-2039,0.00,0.24,1.01
Jersey,SSP3-7.0,2040-2059,0.00,0.00,0.68
Jersey,SSP3-7.0,2080-2099,0.00,0.00,0.33
Jordan,SSP3-7.0,1986-2005,0.98,2.81,4.29
Jordan,SSP3-7.0,2020-2039,0.80,1.62,3.18
Jordan,SSP3-7.0,2040-2059,0.52,0.92,2.00
Jordan,SSP3-7.0,2080-2099,0.10,0.29,1.28
Japan,SSP3-7.0,1986-2005,37.98,41.81,45.97
Japan,SSP3-7.0,2020-2039,27.94,31.60,36.27
Japan,SSP3-7.0,2040-2059,21.76,26.04,30.10
Japan,SSP3-7.0,2080-2099,10.00,17.54,21.62
Kazakhstan,SSP3-7.0,1986-2005,155.81,158.96,161.76
Kazakhstan,SSP3-7.0,2020-2039,135.00,146.76,150.41
Kazakhstan,SSP3-7.0,2040-2059,124.51,139.64,146.16
Kazakhstan,SSP3-7.0,2080-2099,95.97,122.39,134.03
Kenya,SSP3-7.0,1986-2005,0.00,0.00,0.00
Kenya,SSP3-7.0,2020-2039,0.00,0.00,0.00
Kenya,SSP3-7.0,2040-2059,0.00,0.00,0.00
Kenya,SSP3-7.0,2080-2099,0.00,0.00,0.00
Kyrgyzstan,SSP3-7.0,1986-2005,185.42,189.11,191.78
Kyrgyzstan,SSP3-7.0,2020-2039,164.52,172.31,177.72
Kyrgyzstan,SSP3-7.0,2040-2059,153.68,164.37,169.87
Kyrgyzstan,SSP3-7.0,2080-2099,118.26,141.45,154.28
Cambodia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Cambodia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Cambodia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Cambodia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Kiribati,SSP3-7.0,1986-2005,0.00,0.00,0.00
Kiribati,SSP3-7.0,2020-2039,0.00,0.00,0.00
Kiribati,SSP3-7.0,2040-2059,0.00,0.00,0.00
Kiribati,SSP3-7.0,2080-2099,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Kitts and Nevis,SSP3-7.0,2080-2099,0.00,0.00,0.00
"Korea, Republic of",SSP3-7.0,1986-2005,71.54,78.45,82.40
"Korea, Republic of",SSP3-7.0,2020-2039,62.15,65.50,71.64
"Korea, Republic of",SSP3-7.0,2040-2059,51.13,58.21,65.04
"Korea, Republic of",SSP3-7.0,2080-2099,31.30,41.44,52.04
Kuwait,SSP3-7.0,1986-2005,0.02,0.20,0.40
Kuwait,SSP3-7.0,2020-2039,0.01,0.12,0.25
Kuwait,SSP3-7.0,2040-2059,0.00,0.03,0.18
Kuwait,SSP3-7.0,2080-2099,0.00,0.00,0.13
Lao People's Democratic Republic,SSP3-7.0,1986-2005,0.00,0.01,0.04
Lao People's Democratic Republic,SSP3-7.0,2020-2039,0.00,0.00,0.01
Lao People's Democratic Republic,SSP3-7.0,2040-2059,0.00,0.00,0.02
Lao People's Democratic Republic,SSP3-7.0,2080-2099,0.00,0.00,0.01
Lebanon,SSP3-7.0,1986-2005,6.87,8.76,10.79
Lebanon,SSP3-7.0,2020-2039,5.22,6.38,7.13
Lebanon,SSP3-7.0,2040-2059,3.65,4.90,6.08
Lebanon,SSP3-7.0,2080-2099,1.68,3.03,4.43
Liberia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Liberia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Liberia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Liberia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Libya,SSP3-7.0,1986-2005,0.95,1.11,1.49
Libya,SSP3-7.0,2020-2039,0.13,0.34,0.62
Libya,SSP3-7.0,2040-2059,0.09,0.19,0.30
Libya,SSP3-7.0,2080-2099,0.00,0.03,0.16
Saint Lucia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Lucia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Lucia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Lucia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Liechtenstein,SSP3-7.0,1986-2005,147.74,152.41,160.88
Liechtenstein,SSP3-7.0,2020-2039,119.73,133.09,143.19
Liechtenstein,SSP3-7.0,2040-2059,109.68,123.99,136.75
Liechtenstein,SSP3-7.0,2080-2099,83.35,100.99,120.48
Sri Lanka,SSP3-7.0,1986-2005,0.00,0.00,0.00
Sri Lanka,SSP3-7.0,2020-2039,0.00,0.00,0.00
Sri Lanka,SSP3-7.0,2040-2059,0.00,0.00,0.00
Sri Lanka,SSP3-7.0,2080-2099,0.00,0.00,0.00
Lesotho,SSP3-7.0,1986-2005,66.07,72.35,76.42
Lesotho,SSP3-7.0,2020-2039,46.72,56.63,60.15
Lesotho,SSP3-7.0,2040-2059,32.40,45.78,54.51
Lesotho,SSP3-7.0,2080-2099,13.13,26.65,42.01
Lithuania,SSP3-7.0,1986-2005,113.93,123.22,132.04
Lithuania,SSP3-7.0,2020-2039,83.48,98.51,111.61
Lithuania,SSP3-7.0,2040-2059,68.95,82.61,104.39
Lithuania,SSP3-7.0,2080-2099,36.70,56.06,96.16
Luxembourg,SSP3-7.0,1986-2005,67.00,72.39,83.55
Luxembourg,SSP3-7.0,2020-2039,42.80,56.24,70.61
Luxembourg,SSP3-7.0,2040-2059,38.13,47.13,60.24
Luxembourg,SSP3-7.0,2080-2099,21.46,36.37,48.93
Latvia,SSP3-7.0,1986-2005,121.68,129.92,139.61
Latvia,SSP3-7.0,2020-2039,92.78,104.32,118.05
Latvia,SSP3-7.0,2040-2059,76.14,85.96,112.93
Latvia,SSP3-7.0,2080-2099,40.81,63.86,101.98
Macao,SSP3-7.0,1986-2005,0.00,0.00,0.00
Macao,SSP3-7.0,2020-2039,0.00,0.00,0.00
Macao,SSP3-7.0,2040-2059,0.00,0.00,0.00
Macao,SSP3-7.0,2080-2099,0.00,0.00,0.00
Saint Martin (French part),SSP3-7.0,1986-2005,0.00,0.00,0.00
Saint Martin (French part),SSP3-7.0,2020-2039,0.00,0.00,0.00
Saint Martin (French part),SSP3-7.0,2040-2059,0.00,0.00,0.00
Saint Martin (French part),SSP3-7.0,2080-2099,0.00,0.00,0.00
Morocco,SSP3-7.0,1986-2005,2.74,3.34,3.82
Morocco,SSP3-7.0,2020-2039,1.66,2.03,2.40
Morocco,SSP3-7.0,2040-2059,0.99,1.40,2.00
Morocco,SSP3-7.0,2080-2099,0.28,0.73,1.12
Monaco,SSP3-7.0,1986-2005,3.60,3.97,5.31
Monaco,SSP3-7.0,2020-2039,1.86,2.17,2.91
Monaco,SSP3-7.0,2040-2059,1.09,1.69,2.27
Monaco,SSP3-7.0,2080-2099,0.44,0.88,1.55
"Moldova, Republic of",SSP3-7.0,1986-2005,98.29,107.35,112.03
"Moldova, Republic of",SSP3-7.0,2020-2039,73.13,86.63,96.17
"Moldova, Republic of",SSP3-7.0,2040-2059,63.05,76.00,91.70
"Moldova, Republic of",SSP3-7.0,2080-2099,31.84,61.18,75.79
Madagascar,SSP3-7.0,1986-2005,0.00,0.00,0.01
Madagascar,SSP3-7.0,2020-2039,0.00,0.00,0.00
Madagascar,SSP3-7.0,2040-2059,0.00,0.00,0.00
Madagascar,SSP3-7.0,2080-2099,0.00,0.00,0.00
Maldives,SSP3-7.0,1986-2005,0.00,0.00,0.00
Maldives,SSP3-7.0,2020-2039,0.00,0.00,0.00
Maldives,SSP3-7.0,2040-2059,0.00,0.00,0.00
Maldives,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mexico,SSP3-7.0,1986-2005,1.96,2.20,2.78
Mexico,SSP3-7.0,2020-2039,1.10,1.47,2.11
Mexico,SSP3-7.0,2040-2059,0.82,1.09,1.78
Mexico,SSP3-7.0,2080-2099,0.20,0.58,1.00
Marshall Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Marshall Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Marshall Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Marshall Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
North Macedonia,SSP3-7.0,1986-2005,88.62,96.74,103.51
North Macedonia,SSP3-7.0,2020-2039,70.91,80.09,91.93
North Macedonia,SSP3-7.0,2040-2059,54.48,70.48,82.87
North Macedonia,SSP3-7.0,2080-2099,30.95,57.31,68.50
Mali,SSP3-7.0,1986-2005,0.00,0.00,0.00
Mali,SSP3-7.0,2020-2039,0.00,0.00,0.00
Mali,SSP3-7.0,2040-2059,0.00,0.00,0.00
Mali,SSP3-7.0,2080-2099,0.00,0.00,0.00
Malta,SSP3-7.0,1986-2005,0.00,0.00,0.00
Malta,SSP3-7.0,2020-2039,0.00,0.00,0.00
Malta,SSP3-7.0,2040-2059,0.00,0.00,0.00
Malta,SSP3-7.0,2080-2099,0.00,0.00,0.00
Myanmar,SSP3-7.0,1986-2005,0.18,0.21,0.23
Myanmar,SSP3-7.0,2020-2039,0.14,0.16,0.18
Myanmar,SSP3-7.0,2040-2059,0.11,0.13,0.15
Myanmar,SSP3-7.0,2080-2099,0.04,0.07,0.10
Montenegro,SSP3-7.0,1986-2005,76.83,83.56,85.73
Montenegro,SSP3-7.0,2020-2039,61.58,68.05,75.44
Montenegro,SSP3-7.0,2040-2059,52.21,62.08,70.57
Montenegro,SSP3-7.0,2080-2099,35.44,50.06,58.22
Mongolia,SSP3-7.0,1986-2005,215.82,217.56,220.50
Mongolia,SSP3-7.0,2020-2039,203.47,207.95,211.93
Mongolia,SSP3-7.0,2040-2059,193.34,203.04,208.36
Mongolia,SSP3-7.0,2080-2099,169.28,190.30,199.61
Northern Mariana Islands,SSP3-7.0,1986-2005,0.00,0.00,0.00
Northern Mariana Islands,SSP3-7.0,2020-2039,0.00,0.00,0.00
Northern Mariana Islands,SSP3-7.0,2040-2059,0.00,0.00,0.00
Northern Mariana Islands,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mozambique,SSP3-7.0,1986-2005,0.00,0.00,0.00
Mozambique,SSP3-7.0,2020-2039,0.00,0.00,0.00
Mozambique,SSP3-7.0,2040-2059,0.00,0.00,0.00
Mozambique,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mauritania,SSP3-7.0,1986-2005,0.00,0.00,0.00
Mauritania,SSP3-7.0,2020-2039,0.00,0.00,0.00
Mauritania,SSP3-7.0,2040-2059,0.00,0.00,0.00
Mauritania,SSP3-7.0,2080-2099,0.00,0.00,0.00
Montserrat,SSP3-7.0,1986-2005,0.00,0.00,0.00
Montserrat,SSP3-7.0,2020-2039,0.00,0.00,0.00
Montserrat,SSP3-7.0,2040-2059,0.00,0.00,0.00
Montserrat,SSP3-7.0,2080-2099,0.00,0.00,0.00
Martinique,SSP3-7.0,1986-2005,0.00,0.00,0.00
Martinique,SSP3-7.0,2020-2039,0.00,0.00,0.00
Martinique,SSP3-7.0,2040-2059,0.00,0.00,0.00
Martinique,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mauritius,SSP3-7.0,1986-2005,0.00,0.00,0.00
Mauritius,SSP3-7.0,2020-2039,0.00,0.00,0.00
Mauritius,SSP3-7.0,2040-2059,0.00,0.00,0.00
Mauritius,SSP3-7.0,2080-2099,0.00,0.00,0.00
Malawi,SSP3-7.0,1986-2005,0.00,0.00,0.00
Malawi,SSP3-7.0,2020-2039,0.00,0.00,0.00
Malawi,SSP3-7.0,2040-2059,0.00,0.00,0.00
Malawi,SSP3-7.0,2080-2099,0.00,0.00,0.00
Malaysia,SSP3-7.0,1986-2005,0.00,0.00,0.00
Malaysia,SSP3-7.0,2020-2039,0.00,0.00,0.00
Malaysia,SSP3-7.0,2040-2059,0.00,0.00,0.00
Malaysia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Mayotte,SSP3-7.0,1986-2005,0.00,0.00,0.00
Mayotte,SSP3-7.0,2020-2039,0.00,0.00,0.00
Mayotte,SSP3-7.0,2040-2059,0.00,0.00,0.00
Mayotte,SSP3-7.0,2080-2099,0.00,0.00,0.00
Namibia,SSP3-7.0,1986-2005,0.74,0.98,1.33
Namibia,SSP3-7.0,2020-2039,0.37,0.51,0.73
Namibia,SSP3-7.0,2040-2059,0.15,0.36,0.61
Namibia,SSP3-7.0,2080-2099,0.01,0.09,0.23
New Caledonia,SSP3-7.0,1986-2005,0.00,0.00,0.00
New Caledonia,SSP3-7.0,2020-2039,0.00,0.00,0.00
New Caledonia,SSP3-7.0,2040-2059,0.00,0.00,0.00
New Caledonia,SSP3-7.0,2080-2099,0.00,0.00,0.00
Niger,SSP3-7.0,1986-2005,0.00,0.00,0.01
Niger,SSP3-7.0,2020-2039,0.00,0.00,0.00
Niger,SSP3-7.0,2040-2059,0.00,0.00,0.00
Niger,SSP3-7.0,2080-2099,0.00,0.00,0.00
Norfolk Island,SSP3-7.0,1986-2005,0.00,0.00,0.00
Norfolk Island,SSP3-7.0,2020-2039,0.00,0.00,0.00
Norfolk Island,SSP3-7.0,2040-2059,0.00,0.00,0.00
Norfolk Island,SSP3-7.0,2080-2099,0.00,0.00,0.00
Nigeria,SSP3-7.0,1986-2005,0.00,0.00,0.00
Nigeria,SSP3-7.0,2020-2039,0.00,0.00,0.00
Nigeria,SSP3-7.0,2040-2059,0.00,0.00,0.00
Nigeria,SSP3-7.0,2080-2099,0.00,0.00,0.00
Nicaragua,SSP3-7.0,1986-2005,0.00,0.00,0.00
Nicaragua,SSP3-7.0,2020-2039,0.00,0.00,0.00
Nicaragua,SSP3-7.0,2040-2059,0.00,0.00,0.00
Nicaragua,SSP3-7.0,2080-2099,0.00,0.00,0.00
Niue,SSP3-7.0,1986-2005,0.00,0.00,0.00
Niue,SSP3-7.0,2020-2039,0.00,0.00,0.00
Niue,SSP3-7.0,2040-2059,0.00,0.00,0.00
Niue,SSP3-7.0,2080-2099,0.00,0.00,0.00
Netherlands,SSP3-7.0,1986-2005,30.31,34.14,41.38
Netherlands,SSP3-7.0,2020-2039,18.22,25.26,33.05
Netherlands,SSP3-7.0,2040-2059,16.10,20.33,27.95
Netherlands,SSP3-7.0,2080-2099,8.23,14.08,21.59
Norway,SSP3-7.0,1986-2005,147.11,153.88,165.58
Norway,SSP3-7.0,2020-2039,115.84,128.07,141.73
Norway,SSP3-7.0,2040-2059,99.72,112.15,141.67
Norway,SSP3-7.0,2080-2099,60.40,86.88,128.07
Nepal,SSP3-7.0,1986-2005,21.57,22.67,23.60
Nepal,SSP3-7.0,2020-2039,18.72,19.42,20.53
Nepal,SSP3-7.0,2040-2059,16.30,17.42,18.90
Nepal,SSP3-7.0,2080-2099,11.32,13.06,15.64
Nauru,SSP3-7.0,1986-2005,0.00,0.00,0.00
Nauru,SSP3-7.0,2020-2039,0.00,0.00,0.00
Nauru,SSP3-7.0,2040-2059,0.00,0.00,0.00
Nauru,SSP3-7.0,2080-2099,0.00,0.00,0.00
New Zealand,SSP3-7.0,1986-2005,4.61,5.22,6.01
New Zealand,SSP3-7.0,2020-2039,2.98,3.72,4.64
New Zealand,SSP3-7.0,2040-2059,2.33,2.74,3.63
New Zealand,SSP3-7.0,2080-2099,0.89,1.56,2.24
Oman,SSP3-7.0,1986-2005,0.00,0.00,0.00
Oman,SSP3-7.0,2020-2039,0.00,0.00,0.00
Oman,SSP3-7.0,2040-2059,0.00,0.00,0.00
Oman,SSP3-7.0,2080-2099,0.00,0.00,0.00
Pakistan,SSP3-7.0,1986-2005,69.27,70.04,71.83
Pakistan,SSP3-7.0,2020-2039,62.07,64.10,65.89
Pakistan,SSP3-7.0,2040-2059,58.38,60.19,62.56
Pakistan,SSP3-7.0,2080-2099,46.91,52.23,56.52
Panama,SSP3-7.0,1986-2005,0.00,0.00,0.00
Panama,SSP3-7.0,2020-2039,0.00,0.00,0.00
Panama,SSP3-7.0,2040-2059,0.00,0.00,0.00
Panama,SSP3-7.0,2080-2099,0.00,0.00,0.00
Pitcairn,SSP3-7.0,1986-2005,0.00,0.00,0.00
